question,answer,category
من می خواهم داده‌ها کاربر و ایمیل را تغییر دهم. آیا راهی وجود دارد که بتوانم این کار را انجام دهم؟,"با وارد کردن ایمیل (یا شماره ی همراه ) وارد حساب کاربری خود شوید. روی گزینه ""پروفایل "" کلیک کرده و در صفحه‏"" اطلاعات شخصی"" روی “ویرایش اطلاعات شخصی "" کلیک کنید.",ورود و ثبت نام
من می خواهم جزئیات کاربر و ایمیل را تغییر دهم. آیا راهی برای انجام این کار وجود دارد؟,"با وارد کردن ایمیل (یا شماره ی همراه ) وارد حساب کاربری خود شوید. روی گزینه ""پروفایل "" کلیک کرده و در صفحه‏"" اطلاعات شخصی"" روی “ویرایش اطلاعات شخصی "" کلیک کنید.",ورود و ثبت نام
آیا می توانم در آدرس های ورود به حساب و ایمیل خود تغییراتی ایجاد کنم؟,"با وارد کردن ایمیل (یا شماره ی همراه ) وارد حساب کاربری خود شوید. روی گزینه ""پروفایل "" کلیک کرده و در صفحه‏"" اطلاعات شخصی"" روی “ویرایش اطلاعات شخصی "" کلیک کنید.",ورود و ثبت نام
آیا می توانم در مختصات های ورود به سیستم و ایمیل خود تغییراتی ایجاد کنم؟,"با وارد کردن ایمیل (یا شماره ی همراه ) وارد حساب کاربری خود شوید. روی گزینه ""پروفایل "" کلیک کرده و در صفحه‏"" اطلاعات شخصی"" روی “ویرایش اطلاعات شخصی "" کلیک کنید.",ورود و ثبت نام
آیا می توانم در مکان های ورود و ایمیل خود تغییراتی ایجاد کنم و چگونه؟,"با وارد کردن ایمیل (یا شماره ی همراه ) وارد حساب کاربری خود شوید. روی گزینه ""پروفایل "" کلیک کرده و در صفحه‏"" اطلاعات شخصی"" روی “ویرایش اطلاعات شخصی "" کلیک کنید.",ورود و ثبت نام
آیا می توانید من را راهنمایی کنید که چطور می توانم دسترسی به کد ورود عبور خود را از طریق وب ریکاوری کنم؟,لطفا به قسمت توضیحات تکمیلی وارد شوید.,ورود و ثبت نام
آیا می توانید من را راهنمایی کنید که چگونه می توانم دسترسی به شناسه ورود عبور خود را از طریق وب بازیابی کنم؟,لطفا به قسمت توضیحات تکمیلی وارد شوید.,ورود و ثبت نام
فرآیند بازیابی شناسه ورود عبور من با استفاده از نسخه وب چیست؟,لطفا به قسمت توضیحات تکمیلی وارد شوید.,ورود و ثبت نام
آیا می توانید با استفاده از وب ، من را در کالا نحوه دسترسی دوباره به نام کاربری من راهنمایی کنید؟,لطفا به قسمت توضیحات تکمیلی وارد شوید.,ورود و ثبت نام
آیا می توانید با بهره‌برداری از وب ، من را در گزینه نحوه دسترسی دوباره به حساب من راهنمایی کنید؟,لطفا به قسمت توضیحات تکمیلی وارد شوید.,ورود و ثبت نام
اگر کد ورود ورود خود را فراموش کرده ام ، روند بازیابی آن در وب چیست؟,لطفا به قسمت توضیحات تکمیلی وارد شوید.,ورود و ثبت نام
اگر شناسه ورود ورود خود را فراموش کرده ام ، روند بازیابی آن در وب چیست؟,لطفا به قسمت توضیحات تکمیلی وارد شوید.,ورود و ثبت نام
اگر رمز ورود به حساب خود را فراموش کرده ام ، روند ریکاوری آن در وب چیست؟,لطفا به قسمت توضیحات تکمیلی وارد شوید.,ورود و ثبت نام
فرآیند برگرداندن کلمه عبور عبور من با استفاده از نسخه آنلاین چیست؟,لطفا به قسمت توضیحات تکمیلی وارد شوید.,ورود و ثبت نام
فرآیند بازیابی اطلاعات شناسه ورود عبور من با بهره‌گیری از نسخه آنلاین چیست؟,لطفا به قسمت توضیحات تکمیلی وارد شوید.,ورود و ثبت نام
برای بازیابی کد ورود عبور خود در نسخه وب که نمی توانم به خاطر بسپارم ، چه مراحلی باید انجام دهم؟,لطفا به قسمت توضیحات تکمیلی وارد شوید.,ورود و ثبت نام
برای بازیابی پسورد عبور خود در نسخه وب که دیگر نمی توانم به آن دسترسی پیدا کنم ، چه مراحلی باید انجام دهم؟,لطفا به قسمت توضیحات تکمیلی وارد شوید.,ورود و ثبت نام
کلمه عبور ورود من فراموش شده است ، روند بازیابی آن با کاربرد از پلت برگه آنلاین چیست؟,لطفا به قسمت توضیحات تکمیلی وارد شوید.,ورود و ثبت نام
پسورد دسترسی من فراموش شده است ، روند بازیابی آن با استفاده از پلت فرم آنلاین چیست؟,لطفا به قسمت توضیحات تکمیلی وارد شوید.,ورود و ثبت نام
شناسه ورود لاگین من فراموش شده است ، روند بازیابی آن با استفاده از روش آنلاین چیست؟,لطفا به قسمت توضیحات تکمیلی وارد شوید.,ورود و ثبت نام
پسورد ورود به سیستم من فراموش شده است ، روند ریکاوری آن با استفاده از روش آنلاین چیست؟,لطفا به قسمت توضیحات تکمیلی وارد شوید.,ورود و ثبت نام
آیا می توان نگاه انداختن من را از طریق شماره تلفن ردیابی کرد؟, خیر، امکان ثبت سفارش بصورت تلفنی امکان پذیر نیس.,روند ثبت سفارش
آیا می توان بررسی من را از طریق شماره تلفن ردیابی کرد؟, خیر، امکان ثبت سفارش بصورت تلفنی امکان پذیر نیس.,روند ثبت سفارش
چگونه می توانم از طریق تلفن به نوشتن نام مراجعه کنم؟, خیر، امکان ثبت سفارش بصورت تلفنی امکان پذیر نیس.,روند ثبت سفارش
آیا راهی برای ثبت بررسی من از طریق تلفن همراه وجود دارد؟, خیر، امکان ثبت سفارش بصورت تلفنی امکان پذیر نیس.,روند ثبت سفارش
آیا راهی برای ذخیره بازدید من از طریق تلفن همراه وجود دارد؟, خیر، امکان ثبت سفارش بصورت تلفنی امکان پذیر نیس.,روند ثبت سفارش
چگونه می توانم چک کردن خود را از طریق تلفن ثبت کنم؟, خیر، امکان ثبت سفارش بصورت تلفنی امکان پذیر نیس.,روند ثبت سفارش
آیا اجازه دارم نگاه انداختن خود را از طریق تلفن ثبت کنم؟, خیر، امکان ثبت سفارش بصورت تلفنی امکان پذیر نیس.,روند ثبت سفارش
آیا اجازه دارم بازدید خود را از طریق تلفن ثبت‌نام کنم؟, خیر، امکان ثبت سفارش بصورت تلفنی امکان پذیر نیس.,روند ثبت سفارش
آیا اجازه دارم بررسی خود را از طریق شماره تلفن ثبت کنم؟, خیر، امکان ثبت سفارش بصورت تلفنی امکان پذیر نیس.,روند ثبت سفارش
آیا اجازه دارم بازدید خود را از طریق شماره تلفن ورود کنم؟, خیر، امکان ثبت سفارش بصورت تلفنی امکان پذیر نیس.,روند ثبت سفارش
آیا می توان چک کردن من را از طریق شماره تلفن همراه ثبت کرد؟, خیر، امکان ثبت سفارش بصورت تلفنی امکان پذیر نیس.,روند ثبت سفارش
آیا می توان بازدید من را از طریق شماره تلفن همراه اضافه کرد؟, خیر، امکان ثبت سفارش بصورت تلفنی امکان پذیر نیس.,روند ثبت سفارش
روند تأیید شماره تلفن برای ذخیره نام ویزیت من چیست؟, خیر، امکان ثبت سفارش بصورت تلفنی امکان پذیر نیس.,روند ثبت سفارش
آیا می توان بازدید من را با بهره‌برداری از تلفن همراه من در اینترنت مشخص کرد؟, خیر، امکان ثبت سفارش بصورت تلفنی امکان پذیر نیس.,روند ثبت سفارش
آیا می توان دیدن من را با مصرف از تلفن همراه من در اینترنت مشخص کرد؟, خیر، امکان ثبت سفارش بصورت تلفنی امکان پذیر نیس.,روند ثبت سفارش
فرآیند تأیید شماره تلفن برای ذخیره بازدیدهای من چیست؟, خیر، امکان ثبت سفارش بصورت تلفنی امکان پذیر نیس.,روند ثبت سفارش
فرآیند ثبت نام مختصات خود در حساب کاربر شما چیست؟,پس از تکمیل اطلاعات کاربری خود به قسمت نشانی ها مراجعه نمایید.,روند ثبت سفارش
فرآیند ثبت نام لوکیشن خود در حساب مشتری شما چیست؟,پس از تکمیل اطلاعات کاربری خود به قسمت نشانی ها مراجعه نمایید.,روند ثبت سفارش
فرایند اضافه کردن مختصات خود به حساب کاربری خود چیست؟,پس از تکمیل اطلاعات کاربری خود به قسمت نشانی ها مراجعه نمایید.,روند ثبت سفارش
فرایند اضافه کردن آدرس فیزیکی خود به پروفایل خود چیست؟,پس از تکمیل اطلاعات کاربری خود به قسمت نشانی ها مراجعه نمایید.,روند ثبت سفارش
برای درج مکان خود در ثبت شناسه خود چه اقداماتی لازم دارید؟,پس از تکمیل اطلاعات کاربری خود به قسمت نشانی ها مراجعه نمایید.,روند ثبت سفارش
برای درج آدرس خود در ثبت اکانت خود چه اقداماتی لازم دارید؟,پس از تکمیل اطلاعات کاربری خود به قسمت نشانی ها مراجعه نمایید.,روند ثبت سفارش
کجا باید لوکیشن شما را در ثبت اکانت خود قرار دهم؟,پس از تکمیل اطلاعات کاربری خود به قسمت نشانی ها مراجعه نمایید.,روند ثبت سفارش
برای گنجاندن آدرس فیزیکی خود در جزئیات ثبت‌نام نام اکانت ، چه اقداماتی لازم دارید؟,پس از تکمیل اطلاعات کاربری خود به قسمت نشانی ها مراجعه نمایید.,روند ثبت سفارش
برای گنجاندن نشانی خود در جزئیات ثبت نام حساب کاربری ، چه اقداماتی لازم دارید؟,پس از تکمیل اطلاعات کاربری خود به قسمت نشانی ها مراجعه نمایید.,روند ثبت سفارش
کجا باید نشانی شما را در پروفایل خود قرار دهم؟,پس از تکمیل اطلاعات کاربری خود به قسمت نشانی ها مراجعه نمایید.,روند ثبت سفارش
کجا باید نشانی شما را در اکانت خود قرار دهم؟,پس از تکمیل اطلاعات کاربری خود به قسمت نشانی ها مراجعه نمایید.,روند ثبت سفارش
به چه روشی می توانید اطلاعات نشانی خود را در نوشتن حساب خود درج کنید؟,پس از تکمیل اطلاعات کاربری خود به قسمت نشانی ها مراجعه نمایید.,روند ثبت سفارش
به چه روشی می توانید اطلاعات مکان خود را در ثبت‌نام حساب خود درج کنید؟,پس از تکمیل اطلاعات کاربری خود به قسمت نشانی ها مراجعه نمایید.,روند ثبت سفارش
به چه روشی می توانید اطلاعات مکان خود را در ثبت پروفایل خود درج کنید؟,پس از تکمیل اطلاعات کاربری خود به قسمت نشانی ها مراجعه نمایید.,روند ثبت سفارش
به چه روشی می توانید اطلاعات آدرس خود را در نوشتن حساب خود درج کنید؟,پس از تکمیل اطلاعات کاربری خود به قسمت نشانی ها مراجعه نمایید.,روند ثبت سفارش
میزان حمل و نقل برای دریافت سفارشات فله و سنگین چقدر است؟,لوازم خانگی سنگین و کالاهای حجیم یا بزرگ، به صورت پس‌کرایه (پرداخت هزینه باربری هنگام تحویل کالا) ارسال خواهد شد,روند ثبت سفارش
میزان حمل و نقل برای واگذاری سفارشات فله و سنگین چقدر است؟,لوازم خانگی سنگین و کالاهای حجیم یا بزرگ، به صورت پس‌کرایه (پرداخت هزینه باربری هنگام تحویل کالا) ارسال خواهد شد,روند ثبت سفارش
آیا می توانید اطلاعاتی در شیء نرخ حمل و نقل برای سفارشات فله و سنگین ارائه دهید؟,لوازم خانگی سنگین و کالاهای حجیم یا بزرگ، به صورت پس‌کرایه (پرداخت هزینه باربری هنگام تحویل کالا) ارسال خواهد شد,روند ثبت سفارش
آیا می توانید اطلاعاتی در شیء نرخ حمل و نقل برای سفارشات بزرگ و سنگین ارائه دهید؟,لوازم خانگی سنگین و کالاهای حجیم یا بزرگ، به صورت پس‌کرایه (پرداخت هزینه باربری هنگام تحویل کالا) ارسال خواهد شد,روند ثبت سفارش
حمل و نقل حمل و نقل برای سفارشات حجیم و سنگین - از چه نوع حمل و نقل مصرف می شود؟,لوازم خانگی سنگین و کالاهای حجیم یا بزرگ، به صورت پس‌کرایه (پرداخت هزینه باربری هنگام تحویل کالا) ارسال خواهد شد,روند ثبت سفارش
کالاهای سنگین و حجیم به چه روشی از طریق دریافت حمل و نقل منتقل می شوند؟,لوازم خانگی سنگین و کالاهای حجیم یا بزرگ، به صورت پس‌کرایه (پرداخت هزینه باربری هنگام تحویل کالا) ارسال خواهد شد,روند ثبت سفارش
کالاهای سنگین و حجیم به چه روشی از طریق ارسال حمل و نقل منتقل می شوند؟,لوازم خانگی سنگین و کالاهای حجیم یا بزرگ، به صورت پس‌کرایه (پرداخت هزینه باربری هنگام تحویل کالا) ارسال خواهد شد,روند ثبت سفارش
آیا راهی برای به دست آوردن کارت جایزه فاکتور وجود دارد و اگر چنین است ، چگونه؟,امکان صدور فاکتور برای کارت هدیه میسر نیست.,روند ثبت سفارش
چگونه می توانم کارت پاداش فاکتور برداشت کنم؟,امکان صدور فاکتور برای کارت هدیه میسر نیست.,روند ثبت سفارش
چگونه می توانم کارت جایزه فاکتور تحویل کنم؟,امکان صدور فاکتور برای کارت هدیه میسر نیست.,روند ثبت سفارش
آیا می توانید نحوه دستیابی به کارت سوغات فاکتور را توضیح دهید؟,امکان صدور فاکتور برای کارت هدیه میسر نیست.,روند ثبت سفارش
از کجا می توانم کارت سوغات فاکتور پیدا کنم و چگونه باید می توانم برای آن اقدام کنم؟,امکان صدور فاکتور برای کارت هدیه میسر نیست.,روند ثبت سفارش
از کجا می توانم کارت هدیه فاکتور پیدا کنم و به چه شکل می توانم برای آن اقدام کنم؟,امکان صدور فاکتور برای کارت هدیه میسر نیست.,روند ثبت سفارش
به چه روشی می توانم رسید کارت جایزه فاکتور را تحویل کنم؟,امکان صدور فاکتور برای کارت هدیه میسر نیست.,روند ثبت سفارش
به چه روشی می توانم رسید کارت سوغات فاکتور را دریافت کنم؟,امکان صدور فاکتور برای کارت هدیه میسر نیست.,روند ثبت سفارش
از چه طریقی می توانم برای کارت پیشنهاد ویژه فاکتور اعتبار کسب کنم؟,امکان صدور فاکتور برای کارت هدیه میسر نیست.,روند ثبت سفارش
از چه طریقی می توانم برای کارت جایزه فاکتور اعتبار کسب کنم؟,امکان صدور فاکتور برای کارت هدیه میسر نیست.,روند ثبت سفارش
آیا می توانید به من بگویید که به چه صورت کارت هدیه فاکتور را بدست آورید؟,امکان صدور فاکتور برای کارت هدیه میسر نیست.,روند ثبت سفارش
آیا می توانید به من بگویید که به چه شکل کارت پاداش فاکتور را بدست آورید؟,امکان صدور فاکتور برای کارت هدیه میسر نیست.,روند ثبت سفارش
آیا می توانید به من بگویید که چگونه باید کارت سوغات فاکتور را بدست آورم؟,امکان صدور فاکتور برای کارت هدیه میسر نیست.,روند ثبت سفارش
آیا می توانید به من بگویید که به چه صورت کارت کادو فاکتور را بدست آورم؟,امکان صدور فاکتور برای کارت هدیه میسر نیست.,روند ثبت سفارش
آیا پلاک روی نام موتور سیکلت وجود دارد که با آن حمل می شود؟ تحویل کننده این پلاک کیست؟,موتورسیکلت پلاک شده هست . پلاک مستیقم به نام مشتری میشود . از لحظه تحویل موتورسیکلت موتور قابل استفاده می باشد.,روند ثبت سفارش
آیا تا به حال پلاک برای موتور سیکلت خود اخذ کرده اید؟ اگر نه ، اسپانسر پلاک به نام چه کسی بود؟,موتورسیکلت پلاک شده هست . پلاک مستیقم به نام مشتری میشود . از لحظه تحویل موتورسیکلت موتور قابل استفاده می باشد.,روند ثبت سفارش
آیا پلاک هایی وجود دارد که موتور سیکلت ها در نام خود قبض می کنند؟ اگر چنین است ، آنها کی هستند؟,موتورسیکلت پلاک شده هست . پلاک مستیقم به نام مشتری میشود . از لحظه تحویل موتورسیکلت موتور قابل استفاده می باشد.,روند ثبت سفارش
آیا پلاک هایی وجود دارد که موتور سیکلت ها در نام خود برداشت می کنند؟ اگر چنین است ، به آنها خطاب شده است؟,موتورسیکلت پلاک شده هست . پلاک مستیقم به نام مشتری میشود . از لحظه تحویل موتورسیکلت موتور قابل استفاده می باشد.,روند ثبت سفارش
آیا پلاک هایی وجود دارد که موتور سیکلت ها در نام خود تحویل می کنند؟ اگر چنین است ، به آنها خطاب شده است؟,موتورسیکلت پلاک شده هست . پلاک مستیقم به نام مشتری میشود . از لحظه تحویل موتورسیکلت موتور قابل استفاده می باشد.,روند ثبت سفارش
آیا گارانتی 7 روزه برای محصولات DJ ساخته شده توسط موتور وجود دارد؟,خیر با توجه به ماهیت کالا شامل 7 روز ضمانت بازگشت نمی باشد و خدمات بعدی توسط گارانتی ارائه خواهد شد.,روند ثبت سفارش
آیا موتور با تأمین 7 روزه در گزینه کالاهای DJ همراه است؟,خیر با توجه به ماهیت کالا شامل 7 روز ضمانت بازگشت نمی باشد و خدمات بعدی توسط گارانتی ارائه خواهد شد.,روند ثبت سفارش
آیا موتور با گارانتی 7 روزه در کالا کالاهای DJ همراه است؟,خیر با توجه به ماهیت کالا شامل 7 روز ضمانت بازگشت نمی باشد و خدمات بعدی توسط گارانتی ارائه خواهد شد.,روند ثبت سفارش
آیا کالاهای DJ خریداری شده از موتور می توانند با پشتیبانی 7 روزه تحت پوشش قرار گیرند؟,خیر با توجه به ماهیت کالا شامل 7 روز ضمانت بازگشت نمی باشد و خدمات بعدی توسط گارانتی ارائه خواهد شد.,روند ثبت سفارش
آیا کالاهای DJ خریداری شده از موتور می توانند یک دوره پشتیبانی 7 روزه را انتظار داشته باشند؟,خیر با توجه به ماهیت کالا شامل 7 روز ضمانت بازگشت نمی باشد و خدمات بعدی توسط گارانتی ارائه خواهد شد.,روند ثبت سفارش
آیا ضمانت 7 روزه 7 روز پس از سفارش موتور برای کالاهای DJ اعمال می شود؟,خیر با توجه به ماهیت کالا شامل 7 روز ضمانت بازگشت نمی باشد و خدمات بعدی توسط گارانتی ارائه خواهد شد.,روند ثبت سفارش
آیا تأمین 7 روزه 7 روز پس از خرید موتور برای کالاهای DJ اعمال می شود؟,خیر با توجه به ماهیت کالا شامل 7 روز ضمانت بازگشت نمی باشد و خدمات بعدی توسط گارانتی ارائه خواهد شد.,روند ثبت سفارش
آیا پشتیبانی 7 روزه 7 روز پس از خرید موتور برای تجهیزات DP اعمال می شود؟,خیر با توجه به ماهیت کالا شامل 7 روز ضمانت بازگشت نمی باشد و خدمات بعدی توسط گارانتی ارائه خواهد شد.,روند ثبت سفارش
آیا کالاهای دی جی می توانند 7 روز تأمین در برابر مشکل موجود در موتور داشته باشند؟,خیر با توجه به ماهیت کالا شامل 7 روز ضمانت بازگشت نمی باشد و خدمات بعدی توسط گارانتی ارائه خواهد شد.,روند ثبت سفارش
آیا کالاهای دی جی می توانند 7 روز ضمانت در برابر مشکل موجود در موتور داشته باشند؟,خیر با توجه به ماهیت کالا شامل 7 روز ضمانت بازگشت نمی باشد و خدمات بعدی توسط گارانتی ارائه خواهد شد.,روند ثبت سفارش
آیا کالاهای دی جی می توانند 7 روز گارانتی در برابر اشکال موجود در اجزای موتور داشته باشند؟,خیر با توجه به ماهیت کالا شامل 7 روز ضمانت بازگشت نمی باشد و خدمات بعدی توسط گارانتی ارائه خواهد شد.,روند ثبت سفارش
آیا کالاهای دی جی می توانند 7 روز تأمین در برابر مشکل موجود در اجزای موتور داشته باشند؟,خیر با توجه به ماهیت کالا شامل 7 روز ضمانت بازگشت نمی باشد و خدمات بعدی توسط گارانتی ارائه خواهد شد.,روند ثبت سفارش
آیا داشتن تضمین 7 روزه در مورد محصولات DJ از موتور امکان پذیر است؟,خیر با توجه به ماهیت کالا شامل 7 روز ضمانت بازگشت نمی باشد و خدمات بعدی توسط گارانتی ارائه خواهد شد.,روند ثبت سفارش
آیا داشتن سرویس 7 روزه در مورد محصولات DJ از موتور امکان پذیر است؟,خیر با توجه به ماهیت کالا شامل 7 روز ضمانت بازگشت نمی باشد و خدمات بعدی توسط گارانتی ارائه خواهد شد.,روند ثبت سفارش
آیا می توان ضمانت 7 روزه در مورد محصولات DJ را از موتور گرفتن کرد؟,خیر با توجه به ماهیت کالا شامل 7 روز ضمانت بازگشت نمی باشد و خدمات بعدی توسط گارانتی ارائه خواهد شد.,روند ثبت سفارش
برای ذخیره موتور سیکلت چه مدرکی لازم است؟,کپی برابر اصل شناسنامه و کارت ملی - قبض برق یا گاز منزل مسکونی دارای کدپستی درتهران - اصل بیمه نامه شخص ثالث,روند ثبت سفارش
به چه صورت می توانیم موتور سیکلت ها را با شواهد مستند کنیم؟,کپی برابر اصل شناسنامه و کارت ملی - قبض برق یا گاز منزل مسکونی دارای کدپستی درتهران - اصل بیمه نامه شخص ثالث,روند ثبت سفارش
چگونه می توانیم موتور سیکلت ها را با بهره‌برداری از شواهد مستند کنیم؟,کپی برابر اصل شناسنامه و کارت ملی - قبض برق یا گاز منزل مسکونی دارای کدپستی درتهران - اصل بیمه نامه شخص ثالث,روند ثبت سفارش
چطور می توانیم موتور سیکلت ها را با استفاده از شواهد مستند کنیم؟,کپی برابر اصل شناسنامه و کارت ملی - قبض برق یا گاز منزل مسکونی دارای کدپستی درتهران - اصل بیمه نامه شخص ثالث,روند ثبت سفارش
چه زمانی می توانم پس از اتمام بررسی خود ، آن را تحویل دهم؟,در صورتی که دریکی از شهرهای اکسپرس هستید ، طی ثبت سفارش ، ما به شما امکان انتخاب بازه های زمانی را میدهیم و طبق بازه زمانی انتخابی کالا تحویل شما میشود.در غیر اینصورت سفارش شما از طریق پست و باربری طی 4 روز کاری تحویل شما میشود.,روند ثبت سفارش
چه زمانی می توانم پس از اتمام مشاهده خود ، آن را ارسال دهم؟,در صورتی که دریکی از شهرهای اکسپرس هستید ، طی ثبت سفارش ، ما به شما امکان انتخاب بازه های زمانی را میدهیم و طبق بازه زمانی انتخابی کالا تحویل شما میشود.در غیر اینصورت سفارش شما از طریق پست و باربری طی 4 روز کاری تحویل شما میشود.,روند ثبت سفارش
چه موقع می توانم آن را پس از پایان دیدن خود واگذاری دهم؟,در صورتی که دریکی از شهرهای اکسپرس هستید ، طی ثبت سفارش ، ما به شما امکان انتخاب بازه های زمانی را میدهیم و طبق بازه زمانی انتخابی کالا تحویل شما میشود.در غیر اینصورت سفارش شما از طریق پست و باربری طی 4 روز کاری تحویل شما میشود.,روند ثبت سفارش
بعد از بازدید من ، چه زمانی می توانم ارسال آن را شروع کنم؟,در صورتی که دریکی از شهرهای اکسپرس هستید ، طی ثبت سفارش ، ما به شما امکان انتخاب بازه های زمانی را میدهیم و طبق بازه زمانی انتخابی کالا تحویل شما میشود.در غیر اینصورت سفارش شما از طریق پست و باربری طی 4 روز کاری تحویل شما میشود.,روند ثبت سفارش
بعد از چک کردن من ، چه زمانی می توانم تحویل آن را شروع کنم؟,در صورتی که دریکی از شهرهای اکسپرس هستید ، طی ثبت سفارش ، ما به شما امکان انتخاب بازه های زمانی را میدهیم و طبق بازه زمانی انتخابی کالا تحویل شما میشود.در غیر اینصورت سفارش شما از طریق پست و باربری طی 4 روز کاری تحویل شما میشود.,روند ثبت سفارش
پس از پایان مشاهده من ، چه زمانی می توانم آن را تحویل دهم؟,در صورتی که دریکی از شهرهای اکسپرس هستید ، طی ثبت سفارش ، ما به شما امکان انتخاب بازه های زمانی را میدهیم و طبق بازه زمانی انتخابی کالا تحویل شما میشود.در غیر اینصورت سفارش شما از طریق پست و باربری طی 4 روز کاری تحویل شما میشود.,روند ثبت سفارش
پس از پایان دیدن من ، چه زمانی می توانم آن را دریافت دهم؟,در صورتی که دریکی از شهرهای اکسپرس هستید ، طی ثبت سفارش ، ما به شما امکان انتخاب بازه های زمانی را میدهیم و طبق بازه زمانی انتخابی کالا تحویل شما میشود.در غیر اینصورت سفارش شما از طریق پست و باربری طی 4 روز کاری تحویل شما میشود.,روند ثبت سفارش
بعد از دیدن من ، زمان مناسب برای تحویل آن کی است؟,در صورتی که دریکی از شهرهای اکسپرس هستید ، طی ثبت سفارش ، ما به شما امکان انتخاب بازه های زمانی را میدهیم و طبق بازه زمانی انتخابی کالا تحویل شما میشود.در غیر اینصورت سفارش شما از طریق پست و باربری طی 4 روز کاری تحویل شما میشود.,روند ثبت سفارش
بعد از بازدید من ، زمان مناسب برای دریافت آن کی است؟,در صورتی که دریکی از شهرهای اکسپرس هستید ، طی ثبت سفارش ، ما به شما امکان انتخاب بازه های زمانی را میدهیم و طبق بازه زمانی انتخابی کالا تحویل شما میشود.در غیر اینصورت سفارش شما از طریق پست و باربری طی 4 روز کاری تحویل شما میشود.,روند ثبت سفارش
پس از پایان دیدن من ، چه زمانی می توانم تحویل بدهم؟,در صورتی که دریکی از شهرهای اکسپرس هستید ، طی ثبت سفارش ، ما به شما امکان انتخاب بازه های زمانی را میدهیم و طبق بازه زمانی انتخابی کالا تحویل شما میشود.در غیر اینصورت سفارش شما از طریق پست و باربری طی 4 روز کاری تحویل شما میشود.,روند ثبت سفارش
در چه مرحله ای بعد از مشاهده من می توانم آن را دریافت دهم؟,در صورتی که دریکی از شهرهای اکسپرس هستید ، طی ثبت سفارش ، ما به شما امکان انتخاب بازه های زمانی را میدهیم و طبق بازه زمانی انتخابی کالا تحویل شما میشود.در غیر اینصورت سفارش شما از طریق پست و باربری طی 4 روز کاری تحویل شما میشود.,روند ثبت سفارش
در چه مرحله ای بعد از بازدید من می توانم آن را رساندن دهم؟,در صورتی که دریکی از شهرهای اکسپرس هستید ، طی ثبت سفارش ، ما به شما امکان انتخاب بازه های زمانی را میدهیم و طبق بازه زمانی انتخابی کالا تحویل شما میشود.در غیر اینصورت سفارش شما از طریق پست و باربری طی 4 روز کاری تحویل شما میشود.,روند ثبت سفارش
در چه مرحله ای بعد از بررسی من می توانم آن را پس بدهم؟,در صورتی که دریکی از شهرهای اکسپرس هستید ، طی ثبت سفارش ، ما به شما امکان انتخاب بازه های زمانی را میدهیم و طبق بازه زمانی انتخابی کالا تحویل شما میشود.در غیر اینصورت سفارش شما از طریق پست و باربری طی 4 روز کاری تحویل شما میشود.,روند ثبت سفارش
پس از نتیجه گیری این دیدن ، اولین زمان می توانم مورد را کنار بگذارم؟,در صورتی که دریکی از شهرهای اکسپرس هستید ، طی ثبت سفارش ، ما به شما امکان انتخاب بازه های زمانی را میدهیم و طبق بازه زمانی انتخابی کالا تحویل شما میشود.در غیر اینصورت سفارش شما از طریق پست و باربری طی 4 روز کاری تحویل شما میشود.,روند ثبت سفارش
پس از نتیجه گیری این بررسی ، اولین زمان می توانم نمونه را کنار بگذارم؟,در صورتی که دریکی از شهرهای اکسپرس هستید ، طی ثبت سفارش ، ما به شما امکان انتخاب بازه های زمانی را میدهیم و طبق بازه زمانی انتخابی کالا تحویل شما میشود.در غیر اینصورت سفارش شما از طریق پست و باربری طی 4 روز کاری تحویل شما میشود.,روند ثبت سفارش
پس از نتیجه گیری این بررسی ، اولین زمان می توانم آن را کنار بگذارم؟,در صورتی که دریکی از شهرهای اکسپرس هستید ، طی ثبت سفارش ، ما به شما امکان انتخاب بازه های زمانی را میدهیم و طبق بازه زمانی انتخابی کالا تحویل شما میشود.در غیر اینصورت سفارش شما از طریق پست و باربری طی 4 روز کاری تحویل شما میشود.,روند ثبت سفارش
پس از دعوت دعوت ، آیا می توانم تجدید نظر در گزینه محتوای فاکتور را بخواهم؟,خیر. بعد از صادر شدن فاکتور امکان هیچ تغییری وجود ندارد.,روند ثبت سفارش
آیا درخواست تغییر محتوای فاکتور ارسال دعوت خرید مجاز است؟,خیر. بعد از صادر شدن فاکتور امکان هیچ تغییری وجود ندارد.,روند ثبت سفارش
آیا درخواست تغییر محتوای فاکتور ارسال دعوت ثبت سفارش مجاز است؟,خیر. بعد از صادر شدن فاکتور امکان هیچ تغییری وجود ندارد.,روند ثبت سفارش
آیا درخواست تغییر محتوای فاکتور پس از دعوت خرید ، مجاز است؟,خیر. بعد از صادر شدن فاکتور امکان هیچ تغییری وجود ندارد.,روند ثبت سفارش
آیا درخواست تغییر محتوای فاکتور پس از دعوت درخواست ، مجاز است؟,خیر. بعد از صادر شدن فاکتور امکان هیچ تغییری وجود ندارد.,روند ثبت سفارش
آیا درخواست تجدید نظر در محتوای فاکتور پست مهلت دعوت برای خرید امکان پذیر خواهد بود؟,خیر. بعد از صادر شدن فاکتور امکان هیچ تغییری وجود ندارد.,روند ثبت سفارش
چگونه می توانم پس از دعوت از ثبت خرید ، درخواست تغییر محتوای فاکتور را داشته باشم؟,خیر. بعد از صادر شدن فاکتور امکان هیچ تغییری وجود ندارد.,روند ثبت سفارش
